rank,name,code,country,birthdate
1376,"Lola Giza</a></td><td align=""left"">GER</td><td align=""right""></td></tr><tr><td align=""right"">1376</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MaddyZampardo"">Maddy Zampardo</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1376</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariaAndrienko"">Maria Andrienko",LolaGiza,RUS,2004-05-23
1376,Melissa Boyden,MelissaBoyden,NED,2003-06-24
1376,Mika Buchnik,MikaBuchnik,ISR,2007-03-12
1376,"Moeka Miyata</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1376</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RitaColyer"">Rita Colyer</a></td><td align=""left"">CAN</td><td align=""right""></td></tr><tr><td align=""right"">1396</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElenaGiessler"">Elena Giessler",MoekaMiyata,GER,2002-12-21
1397,Aliesia Reva,AliesiaReva,UKR,2006-02-11
1397,"Angela Cui</a></td><td align=""left"">AUS</td><td align=""right""></td></tr><tr><td align=""right"">1397</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SofiiaNagornaia"">Sofiia Nagornaia",AngelaCui,RUS,2003-10-04
1400,Amanda Carolina Nava Elkin,AmandaCarolinaNavaElkin,MEX,1998-06-22
1400,"Angelica Sara</a></td><td align=""left"">ITA</td><td align=""right""></td></tr><tr><td align=""right"">1400</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AuroraNosei"">Aurora Nosei",AngelicaSara,ITA,2007-03-11
1400,"Daria Belyaeva</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">1400</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GinevraParentiniVallegaMontebruno"">Ginevra Parentini Vallega Montebruno",DariaBelyaeva,ITA,2003-04-04
1400,Melina Maria Maruca,MelinaMariaMaruca,ARG,2002-05-20
1400,"Yuka Naito</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1407</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnaPetkovic"">Ana Petkovic</a></td><td align=""left"">CRO</td><td align=""right""></td></tr><tr><td align=""right"">1407</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HajarCrinebouch"">Hajar Crinebouch</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1407</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariaEduardaCarboneDosSantos"">Maria Eduarda Carbone Dos Santos",YukaNaito,BRA,2010-05-27
1407,Nadia Kulbiej,NadiaKulbiej,POL,2007-04-26
1407,Parthasarthi Arun Munde,ParthasarthiArunMunde,IND,2010-05-03
1412,Bianca Jolie Fernandez,BiancaJolieFernandez,CAN,2004-02-24
1413,"Aditi Rawat</a></td><td align=""left"">IND</td><td align=""right""></td></tr><tr><td align=""right"">1413</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AliceBattesti"">Alice Battesti</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1413</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiyaLopata"">Anastasiya Lopata",AditiRawat,UKR,2004-12-20
1413,"Benedetta Ortenzi</a></td><td align=""left"">ITA</td><td align=""right""></td></tr><tr><td align=""right"">1413</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CamilaRodero"">Camila Rodero</a></td><td align=""left"">CHI</td><td align=""right""></td></tr><tr><td align=""right"">1413</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CharlotteNarti"">Charlotte Narti",BenedettaOrtenzi,FRA,2009-11-18
1413,Claudia Hoste Ferrer,ClaudiaHosteFerrer,ESP,1998-11-12
1413,Emilija Tverijonaite,EmilijaTverijonaite,LTU,2004-12-10
1413,Emma Charney,EmmaCharney,USA,2003-03-16
1413,Heike Janse Van Vuuren,HeikeJanseVanVuuren,RSA,2004-08-30
1413,Helena Buchwald,HelenaBuchwald,GER,2005-06-15
1413,"Iulia Maria Buculei</a></td><td align=""left"">ROU</td><td align=""right""></td></tr><tr><td align=""right"">1413</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JialanCai"">Jialan Cai</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1413</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KlaudijaBubelyte"">Klaudija Bubelyte",IuliaMariaBuculei,LTU,2003-03-29
1413,Kristina Paskauskas,KristinaPaskauskas,GBR,2004-06-12
1413,Lana Virc,LanaVirc,SRB,2008-04-23
1413,Lena Thomas Iglesias,LenaThomasIglesias,FRA,2006-12-13
1413,"Mathilde Ngijol Carre</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1413</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MatyldaBurylo"">Matylda Burylo</a></td><td align=""left"">POL</td><td align=""right""></td></tr><tr><td align=""right"">1413</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NahjimeDho"">Nahjime Dho</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1413</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PaulinaMontiel"">Paulina Montiel</a></td><td align=""left"">MEX</td><td align=""right""></td></tr><tr><td align=""right"">1413</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PiaPraefke"">Pia Praefke",MathildeNgijolCarre,GER,2002-10-23
1413,"Ran Wakana</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1413</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SandugashKenzhibayeva"">Sandugash Kenzhibayeva",RanWakana,KAZ,2005-03-18
1413,Sara Milanese,SaraMilanese,ITA,2004-10-10
1413,"Tamara Sramkova</a></td><td align=""left"">SVK</td><td align=""right""></td></tr><tr><td align=""right"">1413</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TanuchapornYongmod"">Tanuchaporn Yongmod",TamaraSramkova,THA,1999-03-01
1413,"Zi Ying Ruan</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1441</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiaMozgaleva"">Anastasia Mozgaleva",ZiYingRuan,RUS,2001-10-23
1441,Cayetana Gay,CayetanaGay,ESP,2006-10-13
1441,Darya Velikova,DaryaVelikova,BUL,2004-08-19
1441,Delia Gaillard,DeliaGaillard,FRA,2006-01-10
1441,Dominika Pirohova,DominikaPirohova,SVK,2006-07-28
1441,Hanna Bougouffa,HannaBougouffa,FRA,2004-01-31
1441,"Iulia Bucea</a></td><td align=""left"">CAN</td><td align=""right""></td></tr><tr><td align=""right"">1448</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AliceSoulie"">Alice Soulie</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1448</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlinaYuneva"">Alina Yuneva",IuliaBucea,RUS,2008-07-10
1448,"Aurora Corvi</a></td><td align=""left"">ITA</td><td align=""right""></td></tr><tr><td align=""right"">1448</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CatarinaMelleiroIbirabaMelleiroJunior"">Catarina Melleiro Ibiraba Melleiro Junior",AuroraCorvi,BRA,2003-12-15
1448,"Chrystal Lopez</a></td><td align=""left"">BEL</td><td align=""right""></td></tr><tr><td align=""right"">1448</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DeniseValente"">Denise Valente",ChrystalLopez,ITA,2004-05-14
1448,Elsa Wan,ElsaWan,MAS,2003-12-08
1448,"Kristina Belkova</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">1448</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KurumiTamura"">Kurumi Tamura</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1448</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LauraBadia"">Laura Badia",KristinaBelkova,BRA,2006-09-26
1448,Lucia Llinares Domingo,LuciaLlinaresDomingo,ESP,2003-05-02
1448,"Melis Rasim</a></td><td align=""left"">BUL</td><td align=""right""></td></tr><tr><td align=""right"">1448</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NaHyunKang"">Na Hyun Kang",MelisRasim,KOR,2004-06-26
1461,Garbiela Agra Amorim,GarbielaAgraAmorim,POR,2009-01-01
1462,"Anna Yang</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1463</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariiaNozdrachova"">Mariia Nozdrachova",AnnaYang,UKR,2009-06-12
1464,"Camille Allegre</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1464</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GurmanatKaurSandhu"">Gurmanat Kaur Sandhu</a></td><td align=""left"">AUS</td><td align=""right""></td></tr><tr><td align=""right"">1464</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=InesLeon"">Ines Leon</a></td><td align=""left"">ESP</td><td align=""right""></td></tr><tr><td align=""right"">1464</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=OlympeLancelot"">Olympe Lancelot",CamilleAllegre,FRA,2001-05-14
1464,"Victoria Borodulina</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">1469</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AglayaFedorova"">Aglaya Fedorova",VictoriaBorodulina,RUS,2004-02-05
1469,"Agustina Soto Neira</a></td><td align=""left"">CHL</td><td align=""right""></td></tr><tr><td align=""right"">1469</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AntoninaSushkova"">Antonina Sushkova</a></td><td align=""left"">UKR</td><td align=""right""></td></tr><tr><td align=""right"">1469</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CarolannDelaunay"">Carolann Delaunay",AgustinaSotoNeira,NCL,2004-05-26
1469,Duanrui Gao,DuanruiGao,CHN,2006-11-18
1469,Ekaterina Kuznetsova,EkaterinaKuznetsova,RUS,1982-11-08
1469,Helena Bueno,HelenaBueno,BRA,2007-07-25
1469,Holly Hutchinson,HollyHutchinson,GBR,1997-09-11
1469,"Leonie Rabl</a></td><td align=""left"">AUT</td><td align=""right""></td></tr><tr><td align=""right"">1469</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LuisaSchruff"">Luisa Schruff</a></td><td align=""left"">DEU</td><td align=""right""></td></tr><tr><td align=""right"">1469</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariaEduardaLages"">Maria Eduarda Lages",LeonieRabl,BRA,2004-07-07
1469,Mia Chudejova,MiaChudejova,SVK,2003-07-30
1469,"Milena Ciocan</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1469</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NikaHurkacz"">Nika Hurkacz</a></td><td align=""left"">POL</td><td align=""right""></td></tr><tr><td align=""right"">1469</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PolinaSkopintseva"">Polina Skopintseva",MilenaCiocan,RUS,2005-07-23
1469,Tia Messerli,TiaMesserli,USA,2008-08-22
1469,Tori Kinard,ToriKinard,USA,1987-11-24
1469,Xenia Bandurowska,XeniaBandurowska,POL,2004-09-17
1469,"Yuna Ohashi</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1488</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MarynaKolb"">Maryna Kolb",YunaOhashi,UKR,1997-03-13
1488,Saisai Zheng,SaisaiZheng,CHN,1994-02-05
1490,"Daniela Martinez Guerrero</a></td><td align=""left"">MEX</td><td align=""right""></td></tr><tr><td align=""right"">1490</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MilanaIvantsiv"">Milana Ivantsiv",DanielaMartinezGuerrero,POR,2007-01-17
1490,Yihan Qu,YihanQu,CHN,2009-03-22
1493,Abril Cardenas Oliveras,AbrilCardenasOliveras,MEX,2009-01-28
1493,"Carlota Corte</a></td><td align=""left"">ESP</td><td align=""right""></td></tr><tr><td align=""right"">1493</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LenaCouto"">Lena Couto",CarlotaCorte,POR,2007-06-01
1493,Nala Kovacic,NalaKovacic,SLO,2007-01-01
1493,Olga Bienzobas Fernandez,OlgaBienzobasFernandez,ESP,2002-08-04
1493,"Vlada Kozak</a></td><td align=""left"">GBR</td><td align=""right""></td></tr><tr><td align=""right"">1493</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=XiaoweiLi"">Xiaowei Li",VladaKozak,CHN,2004-11-07
1500,Abigayel Vosloo,AbigayelVosloo,RSA,2007-09-28
1500,"Alba Maria Coromina Boluda</a></td><td align=""left"">ESP</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlessiaPopescu"">Alessia Popescu",AlbaMariaCorominaBoluda,ROU,2004-11-11
1500,Ana Giraldi Requena,AnaGiraldiRequena,ESP,2000-01-11
1500,Anastasia Safta,AnastasiaSafta,ROU,2004-10-28
1500,Angelica Blake,AngelicaBlake,USA,2000-10-23
1500,"Anya Arora</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BrunaLiottoDeCarvalho"">Bruna Liotto De Carvalho",AnyaArora,BRA,2007-05-28
1500,Chantal Sauvant,ChantalSauvant,GER,2002-05-08
1500,Diana Yakovleva,DianaYakovleva,UZB,2005-11-04
1500,Elizabeth Jurna,ElizabethJurna,EST,2005-12-09
1500,Emma Ottavia Ghirardato,EmmaOttaviaGhirardato,ITA,2005-01-31
1500,Gloria Contrino,GloriaContrino,ITA,2003-01-26
1500,"Gloria Pop</a></td><td align=""left"">ROU</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HavahKaurKaler"">Havah Kaur Kaler",GloriaPop,CAN,2009-08-01
1500,Ho Ching Wu,HoChingWu,HKG,1991-08-30
1500,"Isabel Arabarco</a></td><td align=""left"">ARG</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IsabelleCherny"">Isabelle Cherny",IsabelArabarco,GBR,2004-03-23
1500,Jaquelyn Ogunwale,JaquelynOgunwale,GBR,2005-02-04
1500,"Jeongha Oh</a></td><td align=""left"">KOR</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JosephineKunz"">Josephine Kunz",JeonghaOh,SUI,2006-11-15
1500,Juliette Trunet,JulietteTrunet,FRA,2007-01-17
1500,Katherine Hui,KatherineHui,USA,2005-01-29
1500,Kitti Molnar,KittiMolnar,HUN,2006-07-06
1500,"Ksenia Meshcheryakova</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KseniyaYersh"">Kseniya Yersh",KseniaMeshcheryakova,BLR,2001-01-20
1500,"Larisa Arnautovic</a></td><td align=""left"">AUS</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LilyHutchings"">Lily Hutchings",LarisaArnautovic,GBR,2003-01-15
1500,"Luciana Blatter</a></td><td align=""left"">ARG</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MagdalenaBaniak"">Magdalena Baniak",LucianaBlatter,POL,2006-12-13
1500,Maria Aytoyan,MariaAytoyan,USA,2008-09-10
1500,Maria Garcia,MariaGarcia,POR,2006-10-03
1500,Meshkatolzahra Safi,MeshkatolzahraSafi,IRI,2004-08-05
1500,"Naomi Xu</a></td><td align=""left"">CAN</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NiehuaTian"">Niehua Tian</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PaavaniiPaathak"">Paavanii Paathak",NaomiXu,IND,2003-12-12
1500,"Pauline Gloeckner</a></td><td align=""left"">GER</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PrathyushaRachapudi"">Prathyusha Rachapudi</a></td><td align=""left"">IND</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SaoirseBreen"">Saoirse Breen</a></td><td align=""left"">FIJ</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SilviaHusarova"">Silvia Husarova</a></td><td align=""left"">SVK</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SolAilinLarrayaGuidi"">Sol Ailin Larraya Guidi",PaulineGloeckner,ARG,2008-02-21
1500,Sunam Jeong,SunamJeong,KOR,1996-06-06
1500,"Valentina Khrebtova</a></td><td align=""left"">BEL</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ValeriaGarnevska"">Valeria Garnevska</a></td><td align=""left"">BUL</td><td align=""right""></td></tr><tr><td align=""right"">1500</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VictoriaKapcia"">Victoria Kapcia",ValentinaKhrebtova,SWE,2006-12-18
1500,Warisara Lee,WarisaraLee,THA,2002-10-16
1500,Wenfei Yu,WenfeiYu,CHN,2006-08-21
1500,Yuzuha Negishi,YuzuhaNegishi,JPN,2008-12-22
